placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,wednesday,thursday,friday,saturday,saturday_open,saturday_close,sunday,sunday_open,sunday_close,monday,tuesday,currentStatus,imgUrl,isClaimed,latitude,longitude,query,timestamp,pricing,info,isBlackOwned
https://www.google.com/maps/place/ClusterTruck+-+Carmel/data=!4m7!3m6!1s0x8814ad99f5931963:0xcb037f841724933e!8m2!3d39.9627342!4d-86.1254246!16s%2Fg%2F11j3wynh50!19sChIJYxmT9ZmtFIgRPpmkF4R_A8s,ClusterTruck - Carmel,4.9,307,Delivery Restaurant,,"1217 S Rangeline Rd, Carmel, IN 46032, United States","XV7F+3R Carmel, Indiana, USA",https://carmel.clustertruck.com/menu?utm_source=google%20my%20business&utm_medium=search%20listing,+1 317-689-0294,10 am - 9 pm,10 am - 9 pm,10 am - 9 pm,10 am - 9 pm,10:00,21:00,10 am - 9 pm,10:00,21:00,10 a.m. - 9 p.m.,10 a.m. - 9 p.m.,Temporarily closed,https://lh5.googleusercontent.com/p/AF1QipNSLf9iyBxWEnYyESm_rm4ZS0knhx6JOYDI4QY_=w408-h272-k-no,TRUE,39.9626875,-86.1254375,"https://www.google.com/maps/search/food+trucks+in+indianapolis/@40.0933878,-86.3872229,8z/data=!4m2!2m1!6e5?entry=ttu",2023-10-12T01:20:45.108Z,,,
https://www.google.com/maps/place/King+Gyro+Food+Truck-+Emerson+Avenue/data=!4m7!3m6!1s0x886b43beda49e899:0xea11341ddff66768!8m2!3d39.6637097!4d-86.0845258!16s%2Fg%2F11l1mvj_dl!19sChIJmehJ2r5Da4gRaGf23x00Eeo,King Gyro Food Truck- Emerson Avenue,5,5,Restaurant,Â· Dine-in Â· Takeout,"7140 S Emerson Ave, Indianapolis, IN 46237, United States","MW78+F5 Indianapolis, Indiana, USA",,+1 347-666-3796,10 am - 10 pm,10 am - 10 pm,10 am - 11 pm,10 am - 11 pm,10:00,23:00,10 am - 10 pm,10:00,22:00,10 a.m. - 10 p.m.,10 a.m. - 10 p.m.,Closing soon,https://lh5.googleusercontent.com/p/AF1QipPZ31c0tzV7LqAOq9rWqSD6NQCYeNCJAhgwqamE=w408-h291-k-no,TRUE,39.6636875,-86.0845625,"https://www.google.com/maps/search/food+trucks+in+indianapolis/@40.0933878,-86.3872229,8z/data=!4m2!2m1!6e5?entry=ttu",2023-10-12T01:19:36.360Z,,,
https://www.google.com/maps/place/King+gyros+food+truck/data=!4m7!3m6!1s0x886b596d3c07c2c1:0xf90007bc709549a3!8m2!3d39.6981336!4d-86.1857288!16s%2Fg%2F11tnbzlhlk!19sChIJwcIHPG1Za4gRo0mVcLwHAPk,King gyros food truck,4.7,46,Gyro restaurant,Â· Dine-in Â· Takeout Â· No-contact delivery,"4585 S Harding St, Indianapolis, IN 46217, United States","MRX7+7P Indianapolis, Indiana, USA",,+1 317-480-3257,10:30 am - 1 am,10:30 am - 1 am,10:30 am - 1 am,10:30 am - 1 am,10:30,1:00,10:30 am - 12 am,10:30,0:00,10:30 a.m. - 1 a.m.,10:30 a.m. - 1 a.m.,Open now,https://lh5.googleusercontent.com/p/AF1QipN9PvvNCeY4kO3OU1Jx5NalQqcFoVW6_EhtHDpb=w408-h544-k-no,TRUE,39.6981875,-86.1856875,"https://www.google.com/maps/search/food+trucks+in+indianapolis/@40.0933878,-86.3872229,8z/data=!4m2!2m1!6e5?entry=ttu",2023-10-12T01:16:25.291Z,,,
https://www.google.com/maps/place/Garcia%27s+Hot+Dogs/data=!4m7!3m6!1s0x886b4fcd84177d0d:0xdbd7354f59287c84!8m2!3d39.7893567!4d-86.082709!16s%2Fg%2F11g68y4bv4!19sChIJDX0XhM1Pa4gRhHwoWU8119s,Garcia's Hot Dogs,4.9,278,Hot dog stand,Â· Dine-in Â· Drive-through Â· Delivery,"5102 E 16th St, Indianapolis, IN 46218, United States","QWQ8+PW Indianapolis, Indiana, USA",https://www.facebook.com/Garcias-Hot-Dogs-286178404925747/?rf=113226448785862,+1 317-289-5593,10:30 am - 7:30 pm,10:30 am - 7:30 pm,10:30 am - 7:30 pm,10:30 am - 6:45 pm,10:30,18:45,10:30 am - 6 pm,10:30,18:00,10:30 a.m. - 7:30 p.m.,10:30 a.m. - 7:30 p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipPhO62WJsfhSd1Um9s15v71XHLxEi6f1BrII3_1=w408-h306-k-no,TRUE,39.7893125,-86.0826875,"https://www.google.com/maps/search/food+trucks+in+indianapolis/@40.0933878,-86.3872229,8z/data=!4m2!2m1!6e5?entry=ttu",2023-10-12T01:20:02.947Z,$,LGBTQ+ friendly,
https://www.google.com/maps/place/The+Latin+Flavor+-+Food+Truck/data=!4m7!3m6!1s0x886b491ed9d86bd5:0x17d4a75a53a48fa0!8m2!3d39.8263944!4d-86.0068405!16s%2Fg%2F11j5kj2szl!19sChIJ1WvY2R5Ja4gRoI-kU1qn1Bc,The Latin Flavor - Food Truck,4.1,47,Mexican restaurant,Â· Dine-in Â· Curbside pickup Â· No-contact delivery,"9130 E 38th St, Indianapolis, IN 46235, United States","RXGV+H7 Indianapolis, Indiana, USA",http://thelatinflavorindy.com/?utm_source=gmb&utm_medium=referral,+1 317-895-9259,11 am - 10 pm,11 am - 11 pm,11 am - 11 pm,11 am - 11 pm,11:00,23:00,11 am - 10 pm,11:00,22:00,11 a.m. - 10 p.m.,11 a.m. - 10 p.m.,Closing soon,https://lh5.googleusercontent.com/p/AF1QipP6qTNGyNpOA7tEdeG_mIDAEKD6HNs6u2xO1HI=w408-h544-k-no,TRUE,39.8264375,-86.0068125,"https://www.google.com/maps/search/food+trucks+in+indianapolis/@40.0933878,-86.3872229,8z/data=!4m2!2m1!6e5?entry=ttu",2023-10-12T01:14:51.049Z,$,LGBTQ+ friendly,
https://www.google.com/maps/place/Cumaco+Arepa+House/data=!4m7!3m6!1s0x8814b339f656da47:0x4a12024fe4e66c13!8m2!3d39.9278873!4d-86.0658384!16s%2Fg%2F11j83zxy5q!19sChIJR9pW9jmzFIgRE2zm5E8CEko,Cumaco Arepa House,4.6,419,Venezuelan restaurant,Â· Dine-in Â· Takeout Â· Delivery,"9642 Allisonville Rd, Indianapolis, IN 46250, United States","WWHM+5M Indianapolis, Indiana, USA",https://cumacoarepahouse.com/,+1 317-288-0844,"11 am - 3:30 pm, 5 - 9 pm","11 am - 3:30 pm, 5 - 9 pm",11 am - 9 pm,11 am - 9 pm,11:00,21:00,11 am - 4 pm,11:00,16:00,Closed,"11 a.m. - 3:30 p.m., 5 - 9 p.m.",Closed,https://lh5.googleusercontent.com/p/AF1QipOiZsoGRfDrecl-B1pvlGkNO44i85bSMeRdWF1v=w408-h306-k-no,TRUE,39.9279375,-86.0658125,"https://www.google.com/maps/search/food+trucks+in+indianapolis/@40.0933878,-86.3872229,8z/data=!4m2!2m1!6e5?entry=ttu",2023-10-12T01:20:15.790Z,$$,LGBTQ+ friendly,
https://www.google.com/maps/place/Mr.+%26+Mrs.+Hotdog+Stand/data=!4m7!3m6!1s0x886b51c4f9ac1a23:0xcad18cbafd8ae39c!8m2!3d39.7665145!4d-86.170606!16s%2Fg%2F11h1m3m417!19sChIJIxqs-cRRa4gRnOOK_bqM0co,Mr. & Mrs. Hotdog Stand,4.6,9,Hot dog stand,,"801 W Washington St, Indianapolis, IN 46204, United States","QR8H+JQ Indianapolis, Indiana, USA",http://mrandmrshotdogstand.com/,+1 317-640-8279,Closed,Closed,11 am - 8 pm,11 am - 8 pm,11:00,20:00,11 am - 8 pm,11:00,20:00,Closed,Closed,Temporarily closed,https://lh5.googleusercontent.com/p/AF1Qipmvg6whLrmgxC_OLDnyhyTFX4JmQHCQsSc_A4o-=w408-h816-k-no,TRUE,39.7665625,-86.1705625,"https://www.google.com/maps/search/food+trucks+in+indianapolis/@40.0933878,-86.3872229,8z/data=!4m2!2m1!6e5?entry=ttu",2023-10-12T01:20:31.862Z,,,
https://www.google.com/maps/place/ChefTLC/data=!4m7!3m6!1s0x8814b54709e5c17f:0x3709170d98f962cd!8m2!3d39.9255569!4d-86.0949886!16s%2Fg%2F11h7qkcb1p!19sChIJf8HlCUe1FIgRzWL5mA0XCTc,ChefTLC,4.8,44,Food producer,,,,https://www.toasttab.com/cheftlc-llc-12402-steelers-blvd/v3?utm_source=google&utm_medium=organic&utm_campaign=gmb-oo-web,+1 317-902-5570,Closed,Closed,Closed,Closed,#VALUE!,#VALUE!,11 am - 1 pm,11:00,13:00,Closed,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipOBL49SehdumN_XISWJ8Jrx2tqfacPwVN944Zmz=w426-h240-k-no,TRUE,,,"https://www.google.com/maps/search/food+trucks+in+indianapolis/@40.0933878,-86.3872229,8z/data=!4m2!2m1!6e5?entry=ttu",2023-10-12T01:20:27.867Z,,LGBTQ+ friendly,TRUE
https://www.google.com/maps/place/Halftime+Indy/data=!4m7!3m6!1s0x886b4fc6ccb224a3:0x793893c57399687e!8m2!3d39.8310199!4d-86.0652507!16s%2Fg%2F11qh30gytw!19sChIJoySyzMZPa4gRfmiZc8WTOHk,Halftime Indy,4,1,Restaurant,Â· Drive-through Â· Delivery,"Corner Of 41st &, 4056 N Arlington Ave, Indianapolis, IN 46226, United States","RWJM+CV Indianapolis, Indiana, USA",https://foodtruck.pub/order/menu.aspx?busid=7210,+1 317-983-0005,Closed,5 - 10 pm,5 - 10 pm,11 am - 11 pm,11:00,23:00,11 am - 10 pm,11:00,22:00,5 - 10 p.m.,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipNZDJP2EFwTWyLT7xNydcX1-OsvnZH7qVzopb1v=w408-h544-k-no,TRUE,39.8310625,-86.0653125,"https://www.google.com/maps/search/food+trucks+in+indianapolis/@40.0933878,-86.3872229,8z/data=!4m2!2m1!6e5?entry=ttu",2023-10-12T01:20:11.306Z,,,
https://www.google.com/maps/place/Taqueria+Mi+Costa/data=!4m7!3m6!1s0x886b5768b94a60a7:0xa7452cd4fd47fb03!8m2!3d39.767548!4d-86.1866145!16s%2Fg%2F11g6xhd3bs!19sChIJp2BKuWhXa4gRA_tH_dQsRac,Taqueria Mi Costa,4.3,201,Taco restaurant,Â· Dine-in Â· Takeout Â· Delivery,"1430 W Washington St, Indianapolis, IN 46222, United States","QR97+29 Indianapolis, Indiana, USA",https://taqueria-mi-costa.business.site/,+1 317-937-5828,11 am - 11 pm,11 am - 11 pm,11 am - 11 pm,11 am - 11 pm,11:00,23:00,12 - 11 pm,12:00,23:00,Closed,11 a.m. - 11 p.m.,Open now,https://lh5.googleusercontent.com/p/AF1QipOPXSSPye8wYxFMB37QhnijKLsVDYFf3YqDy64G=w408-h306-k-no,TRUE,39.7675625,-86.1865625,"https://www.google.com/maps/search/food+trucks+in+indianapolis/@40.0933878,-86.3872229,8z/data=!4m2!2m1!6e5?entry=ttu",2023-10-12T01:17:36.378Z,,,
"https://www.google.com/maps/place/F+%26+M+Assembly,+LLC/data=!4m7!3m6!1s0x886b56ced6f5a70b:0x8d227620f65c54cc!8m2!3d39.8102363!4d-86.1826644!16s%2Fg%2F1v42gk6x!19sChIJC6f11s5Wa4gRzFRc9iB2Io0","F & M Assembly, LLC",4.7,3,american restaurant,Â· Dine-in Â· Takeout Â· Delivery,"1164 W 30th St, Indianapolis, IN 46208, United States","RR68+3W Indianapolis, Indiana, USA",,+1 317-924-3485,Closed,Closed,Closed,Closed,#VALUE!,#VALUE!,12 - 5 pm,12:00,17:00,Closed,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipmEoiAwf8-rWP1KoRSmZNhyLHpp1-z_i8Zyif4R=w426-h240-k-no,FALSE,39.8101875,-86.1826875,"https://www.google.com/maps/search/food+trucks+in+indianapolis/@40.0933878,-86.3872229,8z/data=!4m2!2m1!6e5?entry=ttu",2023-10-12T01:18:03.253Z,,,
https://www.google.com/maps/place/KG+Slider+Station/data=!4m7!3m6!1s0x886b566c992b1b63:0x86e0fabb0bd2561!8m2!3d39.8229194!4d-86.2343624!16s%2Fg%2F11cs4g5g0s!19sChIJYxsrmWxWa4gRYSW9sKsPbgg,KG Slider Station,5,1,Restaurant,Â· Dine-in Â· Takeout Â· Delivery,"3748 Lafayette Rd, Indianapolis, IN 46222, United States","RQF8+57 Indianapolis, Indiana, USA",http://www.keysgourmet.com/#!contact-us/clx0,+1 317-829-4239,12 - 8 pm,12 - 8 pm,11 am - 10 pm,11 am - 10 pm,11:00,22:00,12 - 8 pm,12:00,20:00,12 - 8 p.m.,12 - 8 p.m.,Closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EZlcPh0sMLNKh5tgzSZBEw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=159.16777&pitch=0&thumbfov=100,FALSE,39.8229375,-86.2343125,"https://www.google.com/maps/search/food+trucks+in+indianapolis/@40.0933878,-86.3872229,8z/data=!4m2!2m1!6e5?entry=ttu",2023-10-12T01:16:09.372Z,,,
https://www.google.com/maps/place/El+amigo+Taqueria+Food+Truck/data=!4m7!3m6!1s0x886b57263c0594bf:0xb320a047b366dea9!8m2!3d39.7882877!4d-86.2153062!16s%2Fg%2F11p4z_xfc6!19sChIJv5QFPCZXa4gRqd5ms0egILM,El amigo Taqueria Food Truck,4.3,14,Mexican torta restaurant,Â· Dine-in Â· Curbside pickup Â· Delivery,"3356 W 16th St, Indianapolis, IN 46222, United States","QQQM+8V Indianapolis, Indiana, USA",,+1 317-452-0422,12 pm - 12 am,12 pm - 12 am,12 pm - 12 am,12 pm - 12 am,12:00,0:00,12 pm - 12 am,12:00,0:00,12 p.m. - 12 a.m.,12 p.m. - 12 a.m.,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cs6jN1dy6mJtv-efGOl8pw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.22388&pitch=0&thumbfov=100,FALSE,39.7883125,-86.2153125,"https://www.google.com/maps/search/food+trucks+in+indianapolis/@40.0933878,-86.3872229,8z/data=!4m2!2m1!6e5?entry=ttu",2023-10-12T01:15:47.249Z,,,
https://www.google.com/maps/place/Tacos+El+Iturbidense/data=!4m7!3m6!1s0x886ca9872748c713:0x187a92a57564a024!8m2!3d39.779803!4d-86.273933!16s%2Fg%2F11hj2001w6!19sChIJE8dIJ4epbIgRJKBkdaWSehg,Tacos El Iturbidense,4.7,28,Taco restaurant,Â· Dine-in Â· Takeout Â· Delivery,"Circle K Parking Lot, 6402 W 10th St, Indianapolis, IN 46214, United States","QPHG+WC Indianapolis, Indiana, USA",,+1 317-603-1982,6 pm - 12 am,6 pm - 12 am,6 pm - 1 am,6 pm - 1 am,18:00,1:00,2 - 8 pm,14:00,20:00,Closed,Closed,Open now,https://lh3.googleusercontent.com/gps-proxy/AFm_dcQpV9Waxk5_kJmNJxAreFFW0JJ-JVIcHfSc_rv9ruWYnm4XRRGBYr9BWFFCarZTZKebZdJdTFQvh8Fs-o9S2ejIL3nUHAkUWSIH0kCjxzpWxgSAnEcritkjfZB2YRhsQ9sC412zDDIA7-ktDld2FQKQw8tFAqQEUfJxbcukCFQbxnNgnfhc4VcX5w=w426-h240-k-no,TRUE,39.7798125,-86.2739375,"https://www.google.com/maps/search/food+trucks+in+indianapolis/@40.0933878,-86.3872229,8z/data=!4m2!2m1!6e5?entry=ttu",2023-10-12T01:16:05.186Z,,Identifies as women-owned,
